OBJECTID,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
104,GO-2019382475,2018,9/4/2018 4:00:00 AM,900,2019,3/1/2019 5:00:00 AM,1523,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),No
105,GO-20181639568,2018,9/4/2018 4:00:00 AM,800,2018,9/4/2018 4:00:00 AM,2017,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),No
106,GO-20181654468,2018,9/5/2018 4:00:00 AM,1930,2018,9/6/2018 4:00:00 AM,2255,D12,NA,NO,NO,Black,,,,,,No,Mischief Under $5000,115,Mount Dennis (115),115,Mount Dennis (115),No
107,GO-20181714453,2018,9/15/2018 4:00:00 AM,2357,2018,9/16/2018 4:00:00 AM,0,D52,Streets/Roadways/Highway,NO,NO,,,,Muslim,,,No,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),Yes
108,GO-20181737925,2018,9/19/2018 4:00:00 AM,1300,2018,9/19/2018 4:00:00 AM,1608,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Interfere With Property,027,York University Heights (27),027,York University Heights (27),No
109,GO-20181749520,2018,9/20/2018 4:00:00 AM,1600,2018,9/21/2018 4:00:00 AM,1130,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,,2SLGBTQ+,,No,"Mischief To Religious Property, Educational Institutions, Etc.",084,Little Portugal (84),084,Little Portugal (84),No
110,GO-20181832964,2018,9/21/2018 4:00:00 AM,1,2018,10/4/2018 4:00:00 AM,900,D22,Other Commercial / Corporate Places ,NO,NO,Black,,,Jewish,,,Yes,Uttering Threats - Bodily Harm,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),No
111,GO-20181754281,2018,9/21/2018 4:00:00 AM,2233,2018,9/21/2018 4:00:00 AM,2356,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
112,GO-20182028654,2018,10/1/2018 4:00:00 AM,0,2018,11/3/2018 4:00:00 AM,1243,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,No,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
113,GO-20181820978,2018,10/2/2018 4:00:00 AM,1200,2018,10/2/2018 4:00:00 AM,1306,D42,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,Pakistani,,,,,No,Indecent Communications,146,Malvern East (146),132,Malvern (132),No
114,GO-20181878002,2018,10/4/2018 4:00:00 AM,1,2018,10/11/2018 4:00:00 AM,1035,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,Jewish,,,No,Indecent Communications,034,Bathurst Manor (34),034,Bathurst Manor (34),No
115,GO-20181864322,2018,10/5/2018 4:00:00 AM,1600,2018,10/9/2018 4:00:00 AM,1220,D13,Religious Place of Worship/Cultural Centre,NO,NO,,Israeli,,,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",107,Oakwood Village (107),107,Oakwood Village (107),No
116,GO-20181862954,2018,10/7/2018 4:00:00 AM,2000,2018,10/9/2018 4:00:00 AM,842,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),No
117,GO-20181889106,2018,10/7/2018 4:00:00 AM,1230,2018,10/12/2018 4:00:00 AM,2221,D22,Religious Place of Worship/Cultural Centre,NO,NO,Black,,,,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",018,New Toronto (18),018,New Toronto (18),No
118,GO-20181858695,2018,10/8/2018 4:00:00 AM,1240,2018,10/8/2018 4:00:00 AM,1241,NSA,"Open Area, Park or Parking Lot",NO,NO,Black,,,,2SLGBTQ+,,Yes,Mischief Under $5000,NSA,NSA,NSA,NSA,No
119,GO-20181879526,2018,10/9/2018 4:00:00 AM,800,2018,10/11/2018 4:00:00 AM,1404,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
120,GO-20181962746,2018,10/22/2018 4:00:00 AM,1417,2018,10/24/2018 4:00:00 AM,1910,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,099,Mount Pleasant East (99),099,Mount Pleasant East (99),Yes
121,GO-20181967758,2018,10/25/2018 4:00:00 AM,710,2018,10/25/2018 4:00:00 AM,1205,D14,Streets/Roadways/Highway,NO,NO,Indigenous,,,,,,No,Assault,162,West Queen West (162),082,Niagara (82),No
122,GO-20181988491,2018,10/26/2018 4:00:00 AM,800,2018,10/28/2018 4:00:00 AM,1120,D13,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,101,Forest Hill South (101),101,Forest Hill South (101),No
123,GO-20181993895,2018,10/27/2018 4:00:00 AM,0,2018,10/29/2018 4:00:00 AM,846,D11,Business/Retail,NO,NO,,,,Jewish,2SLGBTQ+,,Yes,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),No
124,GO-20182007391,2018,10/27/2018 4:00:00 AM,908,2018,10/31/2018 4:00:00 AM,908,D13,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),No
125,GO-20181998661,2018,10/29/2018 4:00:00 AM,2204,2018,10/29/2018 4:00:00 AM,2204,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),No
126,GO-20182002203,2018,10/30/2018 4:00:00 AM,1309,2018,10/30/2018 4:00:00 AM,1309,D52,NA,NO,NO,,,,,,Woman,No,Criminal Harassment,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),Yes
127,GO-20182003974,2018,10/30/2018 4:00:00 AM,1600,2018,10/30/2018 4:00:00 AM,1754,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Indian,,Jewish,,,Yes,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),No
128,GO-20182034453,2018,11/4/2018 4:00:00 AM,1113,2018,11/4/2018 4:00:00 AM,1113,D55,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),No
129,GO-20182034568,2018,11/4/2018 4:00:00 AM,1136,2018,11/4/2018 4:00:00 AM,1136,D51,Streets/Roadways/Highway,NO,NO,,Chinese,,,2SLGBTQ+,,Yes,Assault With a Weapon,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
130,GO-20182066758,2018,11/8/2018 5:00:00 AM,1,2018,11/9/2018 5:00:00 AM,1143,D42,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,No,Uttering Threats - Bodily Harm,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),No
131,GO-20182086034,2018,11/10/2018 5:00:00 AM,13,2018,11/12/2018 5:00:00 AM,1242,D14,Business/Retail,NO,NO,Black,,,,,,No,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),No
132,GO-20182082287,2018,11/11/2018 5:00:00 AM,2002,2018,11/11/2018 5:00:00 AM,2002,D13,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Robbery,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),No
133,GO-20182124051,2018,11/18/2018 5:00:00 AM,1110,2018,11/18/2018 5:00:00 AM,1118,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,No,Assault,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),No
134,GO-20182133081,2018,11/19/2018 5:00:00 AM,1505,2018,11/19/2018 5:00:00 AM,1901,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
135,GO-20182143761,2018,11/21/2018 5:00:00 AM,1151,2018,11/21/2018 5:00:00 AM,1151,D31,Other Commercial / Corporate Places ,NO,NO,White,,,,,,No,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),No
136,GO-20182150780,2018,11/22/2018 5:00:00 AM,1227,2018,11/22/2018 5:00:00 AM,1227,D53,NA,NO,NO,,,,Jewish,,,No,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),No
137,GO-20182176935,2018,11/26/2018 5:00:00 AM,1612,2018,11/26/2018 5:00:00 AM,1612,D13,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,Criminal Harassment,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),No
138,GO-20182239737,2018,12/5/2018 5:00:00 AM,1300,2018,12/7/2018 5:00:00 AM,735,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Muslim,,,No,Criminal Harassment,037,Willowdale West (37),037,Willowdale West (37),No
139,GO-20182240409,2018,12/6/2018 5:00:00 AM,1119,2018,12/6/2018 5:00:00 AM,1119,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Criminal Harassment,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
140,GO-20182257023,2018,12/8/2018 5:00:00 AM,2100,2018,12/8/2018 5:00:00 AM,2305,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),No
141,GO-2019309664,2019,1/1/2019 5:00:00 AM,1200,2019,2/18/2019 5:00:00 AM,1308,D41,"Open Area, Park or Parking Lot",NO,NO,Black,,,Jewish,,,Yes,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),No
142,GO-201969491,2019,1/12/2019 5:00:00 AM,100,2019,1/12/2019 5:00:00 AM,225,D52,Business/Retail,NO,NO,,Palestinian,,,,,No,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
143,GO-201998654,2019,1/16/2019 5:00:00 AM,1600,2019,1/16/2019 5:00:00 AM,1603,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),No
144,GO-2019143068,2019,1/23/2019 5:00:00 AM,1415,2019,1/23/2019 5:00:00 AM,1456,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,Jewish,,,Yes,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
145,GO-2019159337,2019,1/25/2019 5:00:00 AM,2300,2019,1/25/2019 5:00:00 AM,2313,D51,Business/Retail,NO,NO,,,,,,"Transgender, Transgender Woman (Identifies As Woman)",Yes,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
146,GO-2019181628,2019,1/26/2019 5:00:00 AM,1335,2019,1/29/2019 5:00:00 AM,1613,NSA,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,,,,,,No,Uttering Threats - Bodily Harm,NSA,NSA,NSA,NSA,No
147,GO-2019167334,2019,1/27/2019 5:00:00 AM,300,2019,1/27/2019 5:00:00 AM,930,D13,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Interfere With Property,107,Oakwood Village (107),107,Oakwood Village (107),No
148,GO-2019245534,2019,2/7/2019 5:00:00 AM,1700,2019,2/8/2019 5:00:00 AM,754,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),Yes
149,GO-2019277259,2019,2/11/2019 5:00:00 AM,0,2019,2/13/2019 5:00:00 AM,1033,D14,Non-Commercial/Non for Profit,NO,NO,,,,Jewish,,,No,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),No
150,GO-2019353647,2019,2/22/2019 5:00:00 AM,2300,2019,2/25/2019 5:00:00 AM,1023,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,,Transgender,No,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),No
151,GO-2019344359,2019,2/23/2019 5:00:00 AM,1000,2019,2/23/2019 5:00:00 AM,1723,D53,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),No
152,GO-2019366090,2019,2/26/2019 5:00:00 AM,0,2019,2/27/2019 5:00:00 AM,1012,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,Transgender,Yes,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),No
153,GO-2019369638,2019,2/27/2019 5:00:00 AM,700,2019,2/27/2019 5:00:00 AM,2108,D32,Business/Retail,NO,NO,,,,Jewish,,,No,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),No
154,GO-2019390495,2019,3/2/2019 5:00:00 AM,1953,2019,3/2/2019 5:00:00 AM,1956,D41,Public Transportation,NO,NO,,Indian,,,,,No,Assault,124,Kennedy Park (124),124,Kennedy Park (124),No
155,GO-2019412582,2019,3/2/2019 5:00:00 AM,1,2019,3/6/2019 5:00:00 AM,930,D12,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Uttering Threats - Bodily Harm,028,Rustic (28),028,Rustic (28),No
156,GO-2019447155,2019,3/9/2019 5:00:00 AM,828,2019,3/12/2019 4:00:00 AM,956,D32,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,152,East Willowdale (152),051,Willowdale East (51),No
157,GO-2019440438,2019,3/10/2019 5:00:00 AM,1504,2019,3/10/2019 5:00:00 AM,1504,D51,Streets/Roadways/Highway,NO,NO,,,,,,Transgender Woman (Identifies As Woman),No,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),Yes
158,GO-2019462672,2019,3/14/2019 4:00:00 AM,143,2019,3/14/2019 4:00:00 AM,144,D52,Streets/Roadways/Highway,NO,NO,,,,,Gay,,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
159,GO-2019492338,2019,3/15/2019 4:00:00 AM,1600,2019,3/18/2019 4:00:00 AM,1551,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,,Transgender,No,Wilful Promotion of Hatred,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),No
160,GO-2019478197,2019,3/16/2019 4:00:00 AM,1046,2019,3/16/2019 4:00:00 AM,1046,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Palestinian,,Jewish,,,Yes,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
161,GO-2019490612,2019,3/18/2019 4:00:00 AM,1000,2019,3/18/2019 4:00:00 AM,1212,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",105,Lawrence Park North (105),105,Lawrence Park North (105),No
162,GO-2019526854,2019,3/23/2019 4:00:00 AM,1416,2019,3/23/2019 4:00:00 AM,1446,D33,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),No
163,GO-2019544459,2019,3/25/2019 4:00:00 AM,353,2019,3/26/2019 4:00:00 AM,1014,D31,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,No,Criminal Harassment,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),No
164,GO-2019623915,2019,4/6/2019 4:00:00 AM,2230,2019,4/7/2019 4:00:00 AM,347,D41,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,Gay,,No,Mischief Under $5000,126,Dorset Park (126),126,Dorset Park (126),No
165,GO-2019841432,2019,4/8/2019 4:00:00 AM,1200,2019,5/9/2019 4:00:00 AM,1040,D42,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,No,Criminal Harassment,147,L'Amoreaux West (147),117,L'Amoreaux (117),No
166,GO-2019653173,2019,4/9/2019 4:00:00 AM,1800,2019,4/11/2019 4:00:00 AM,1144,D41,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",121,Oakridge (121),121,Oakridge (121),No
167,GO-2019645621,2019,4/10/2019 4:00:00 AM,1015,2019,4/10/2019 4:00:00 AM,1015,D14,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
168,GO-20191772183,2019,4/10/2019 4:00:00 AM,1200,2019,9/15/2019 4:00:00 AM,1137,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,No,Criminal Harassment,163,Fort York-Liberty Village (163),082,Niagara (82),No
169,GO-2019671692,2019,4/13/2019 4:00:00 AM,257,2019,4/13/2019 4:00:00 AM,2200,NSA,"Open Area, Park or Parking Lot",NO,NO,,,,Muslim,,,No,Assault,NSA,NSA,NSA,NSA,No
170,GO-2019729676,2019,4/21/2019 4:00:00 AM,1500,2019,4/23/2019 4:00:00 AM,1201,D55,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,No,"Mischief To Religious Property, Educational Institutions, Etc.",067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),No
171,GO-2019743044,2019,4/25/2019 4:00:00 AM,1010,2019,4/25/2019 4:00:00 AM,1051,D51,Streets/Roadways/Highway,NO,NO,,,,Muslim,,,No,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
172,GO-2019784707,2019,4/30/2019 4:00:00 AM,900,2019,5/1/2019 4:00:00 AM,1330,D32,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Criminal Harassment,NSA,NSA,NSA,NSA,No
173,GO-2019812160,2019,5/5/2019 4:00:00 AM,1236,2019,5/5/2019 4:00:00 AM,1236,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
174,GO-2019940824,2019,5/7/2019 4:00:00 AM,1519,2019,5/23/2019 4:00:00 AM,1400,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
175,GO-2019842550,2019,5/9/2019 4:00:00 AM,1310,2019,5/9/2019 4:00:00 AM,1310,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,"Jewish, Muslim",,,Yes,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),No
176,GO-2019870455,2019,5/10/2019 4:00:00 AM,1200,2019,5/13/2019 4:00:00 AM,1706,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,059,Danforth East York (59),059,Danforth East York (59),No
177,GO-2019870512,2019,5/10/2019 4:00:00 AM,2100,2019,5/13/2019 4:00:00 AM,1813,D52,Business/Retail,NO,NO,,,,Sikh,,,No,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
178,GO-2019865249,2019,5/12/2019 4:00:00 AM,1750,2019,5/12/2019 4:00:00 AM,1902,D14,Streets/Roadways/Highway,NO,NO,,,,,,Transgender Woman (Identifies As Woman),No,Disturbing Religious Worship Or Certain Meetings,085,South Parkdale (85),085,South Parkdale (85),No
179,GO-2019883503,2019,5/15/2019 4:00:00 AM,700,2019,5/15/2019 4:00:00 AM,1043,D52,Other Commercial / Corporate Places ,NO,NO,Black,,,Jewish,,,Yes,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
180,GO-2019898873,2019,5/17/2019 4:00:00 AM,951,2019,5/17/2019 4:00:00 AM,1211,D43,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,No,Uttering Threats - Bodily Harm,133,Centennial Scarborough (133),133,Centennial Scarborough (133),Yes
181,GO-2019900679,2019,5/17/2019 4:00:00 AM,1943,2019,5/17/2019 4:00:00 AM,1943,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,Somali,,,,,Yes,Uttering Threats - Bodily Harm,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),No
182,GO-2019911566,2019,5/19/2019 4:00:00 AM,833,2019,5/19/2019 4:00:00 AM,833,D22,"Open Area, Park or Parking Lot",NO,NO,,,,Muslim,,,No,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),No
183,GO-2019982862,2019,5/20/2019 4:00:00 AM,1200,2019,5/29/2019 4:00:00 AM,1100,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,034,Bathurst Manor (34),034,Bathurst Manor (34),Yes
184,GO-2019936910,2019,5/22/2019 4:00:00 AM,1800,2019,5/22/2019 4:00:00 AM,2310,NSA,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,NSA,NSA,NSA,NSA,No
185,GO-2019994557,2019,5/28/2019 4:00:00 AM,1200,2019,5/31/2019 4:00:00 AM,1030,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,No,Assault,074,North St.James Town (74),074,North St.James Town (74),No
186,GO-2019985921,2019,5/29/2019 4:00:00 AM,1000,2019,5/29/2019 4:00:00 AM,1803,D14,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Criminal Harassment,095,Annex (95),095,Annex (95),No
187,GO-2019998121,2019,5/31/2019 4:00:00 AM,1205,2019,5/31/2019 4:00:00 AM,1205,D51,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,2SLGBTQ+,Woman,Yes,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
188,GO-2019995349,2019,5/31/2019 4:00:00 AM,30,2019,6/1/2019 4:00:00 AM,35,D42,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,No,Uttering Threats - Bodily Harm,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),No
189,GO-20191025593,2019,6/1/2019 4:00:00 AM,700,2019,6/4/2019 4:00:00 AM,948,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,2SLGBTQ+,Woman,Yes,Criminal Harassment,136,West Hill (136),136,West Hill (136),No
190,GO-20191021656,2019,6/3/2019 4:00:00 AM,1745,2019,6/3/2019 4:00:00 AM,1822,D14,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,095,Annex (95),095,Annex (95),No
191,GO-20191041096,2019,6/3/2019 4:00:00 AM,1800,2019,6/6/2019 4:00:00 AM,1741,D51,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Interfere With Property,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),No
192,GO-20191029086,2019,6/4/2019 4:00:00 AM,1750,2019,6/4/2019 4:00:00 AM,1750,D51,Streets/Roadways/Highway,NO,NO,,,,,2SLGBTQ+,,No,Causing a Disturbance,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
193,GO-20191063272,2019,6/7/2019 4:00:00 AM,0,2019,6/9/2019 4:00:00 AM,1519,D33,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),No
194,GO-20191062212,2019,6/8/2019 4:00:00 AM,130,2019,6/9/2019 4:00:00 AM,1330,D22,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,No,Assault,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),No
